,romance,non-romance
champagne,0.0025383853772904777,0.0018516082553887807
champion,0.0,0.0004337284661389937
champs,0.0006345963443226194,0.0003086013758981301
chance,0.01142273419780715,0.013269859163619595
chancellor,0.0,0.0008674569322779874
chancellorsville,0.0,0.0004337284661389937
chandler,0.0035676120787137447,0.0
change,0.013961119575097627,0.010183845404638294
changing,0.0008919030196784362,0.0
chant,0.0019037890329678582,0.0006172027517962602
chaos,0.0,0.0004337284661389937
chap,0.0,0.0004337284661389937
chapel,0.0017838060393568723,0.0
chapel-like,0.0008919030196784362,0.0
chaperon,0.0,0.0004337284661389937
chaplain,0.0006345963443226194,0.0003086013758981301
chapter,0.0012691926886452389,0.0009258041276943903
char,0.0,0.0004337284661389937
character,0.003172981721613097,0.003394615134879431
charcoal,0.0,0.0034698277291119496
charcoal-broiled,0.0,0.0004337284661389937
charge,0.0,0.009975754721196856
chariot,0.0008919030196784362,0.0
charitable,0.0,0.0004337284661389937
charity,0.0008919030196784362,0.0
charles,0.0025383853772904777,0.004011817886675691
charles',0.0006345963443226194,0.0006172027517962602
charley,0.0,0.0004337284661389937
charlie,0.007615156131871433,0.006480628893860732
charlie's,0.0,0.0008674569322779874
charlotte,0.008027127177105926,0.0
charlotte's,0.0026757090590353084,0.0
charm,0.0019037890329678582,0.0015430068794906506
charming,0.0019037890329678582,0.0012344055035925204
chart,0.0012691926886452389,0.0006172027517962602
charter,0.0,0.0004337284661389937
chartroom,0.0,0.0008674569322779874
chase,0.0,0.001301185398416981
chasing,0.0,0.0004337284661389937
chassis,0.0008919030196784362,0.0
chat,0.0006345963443226194,0.0009258041276943903
chateau,0.0,0.0008674569322779874
chatter,0.0019037890329678582,0.0015430068794906506
chattering,0.0,0.0008674569322779874
chauffeur,0.0,0.0004337284661389937
chaulmoogra,0.0,0.0004337284661389937
cheap,0.0012691926886452389,0.0018516082553887807
cheaply,0.0008919030196784362,0.0
cheat,0.0,0.0008674569322779874
check,0.006345963443226194,0.010183845404638294
check-out,0.0,0.0004337284661389937
checker,0.0,0.0004337284661389937
checkin',0.0,0.0004337284661389937
checklist,0.0,0.0004337284661389937
cheek,0.0012691926886452389,0.006789230269758862
cheekbone,0.0019037890329678582,0.0009258041276943903
cheer,0.0,0.0008674569322779874
cheerful,0.0019037890329678582,0.0003086013758981301
cheerfully,0.0006345963443226194,0.0003086013758981301
cheery,0.0,0.0004337284661389937
cheese,0.0012691926886452389,0.0006172027517962602
cheesecloth,0.0008919030196784362,0.0
cheetal,0.0,0.0004337284661389937
chela,0.0,0.0004337284661389937
chemical,0.0,0.0004337284661389937
chemically,0.0,0.0004337284661389937
chemistry,0.0012691926886452389,0.0003086013758981301
cherish,0.0,0.002602370796833962
cherokee,0.0,0.0004337284661389937
cherry,0.0008919030196784362,0.0
chess,0.0006345963443226194,0.0003086013758981301
chest,0.0038075780659357164,0.005863426142064472
chestnut,0.0,0.0004337284661389937
chew,0.0,0.0030360992629729563
chewing,0.0,0.0004337284661389937
cheyenne,0.0,0.0008674569322779874
cheyennes,0.0,0.0008674569322779874
chi-chi,0.0,0.0004337284661389937
chic,0.0017838060393568723,0.0
chicago,0.0,0.002602370796833962
chicago's,0.0,0.0008674569322779874
chicagoans,0.0,0.0004337284661389937
chick,0.0,0.0008674569322779874
chicken,0.003172981721613097,0.004320419262573822
chico,0.0,0.0004337284661389937
chide,0.0006345963443226194,0.0006172027517962602
chief,0.005076770754580955,0.005554824766166342
chief's,0.0,0.0004337284661389937
chiefly,0.0,0.0004337284661389937
chieftain,0.0,0.0004337284661389937
chieti,0.0008919030196784362,0.0
child,0.02348006473993692,0.016355872922600895
child's,0.0019037890329678582,0.0003086013758981301
child-cloud,0.0008919030196784362,0.0
child-face,0.0,0.0004337284661389937
childbirth,0.0,0.0004337284661389937
childhood,0.0012691926886452389,0.0003086013758981301
childish,0.0,0.0021686423306949685
childishness,0.0008919030196784362,0.0
childlike,0.0008919030196784362,0.0
children,0.0008919030196784362,0.0
chill,0.0038075780659357164,0.002160209631286911
chilly,0.0012691926886452389,0.0003086013758981301
chimera-chasing,0.0,0.0004337284661389937
chimney,0.0,0.0008674569322779874
chin,0.0025383853772904777,0.0024688110071850408
china,0.0006345963443226194,0.002160209631286911
chinaman,0.0008919030196784362,0.0
chinese,0.0,0.0004337284661389937
chip,0.0012691926886452389,0.0006172027517962602
chipper,0.0,0.0004337284661389937
chirp,0.0,0.0004337284661389937
chisel,0.0,0.0004337284661389937
chivy,0.0,0.0004337284661389937
chloride,0.0008919030196784362,0.0
chock,0.0,0.0004337284661389937
chockfull,0.0,0.0004337284661389937
chocolate,0.0,0.001301185398416981
choice,0.0025383853772904777,0.0012344055035925204
choke,0.0012691926886452389,0.0018516082553887807
chomp,0.0,0.0004337284661389937
choose,0.007615156131871433,0.004320419262573822
chop,0.0,0.001301185398416981
choppy,0.0017838060393568723,0.0
chord,0.0,0.0008674569322779874
chore,0.0006345963443226194,0.0006172027517962602
choring,0.0,0.0004337284661389937
chortle,0.0,0.001301185398416981
chorus,0.0,0.0004337284661389937
chowder,0.0,0.0004337284661389937
chris,0.009810933216462798,0.0
chrissake,0.0,0.0004337284661389937
christ,0.0012691926886452389,0.0003086013758981301
christ's,0.0006345963443226194,0.0003086013758981301
christian,0.0025383853772904777,0.0006172027517962602
christians',0.0017838060393568723,0.0
christmas,0.0012691926886452389,0.0006172027517962602
christmastime,0.0017838060393568723,0.0
chromatic,0.0,0.0004337284661389937
chromatics,0.0,0.0004337284661389937
chrome,0.0006345963443226194,0.0009258041276943903
chrysler,0.0008919030196784362,0.0
chuck,0.0,0.001301185398416981
chuck-a-luck,0.0008919030196784362,0.0
chuckle,0.0012691926886452389,0.0018516082553887807
chuff,0.0,0.0004337284661389937
chump,0.0008919030196784362,0.0
chunk,0.0,0.001301185398416981
chunky,0.0,0.0004337284661389937
church,0.01903789032967858,0.0018516082553887807
church's,0.0,0.0004337284661389937
churn,0.0,0.0008674569322779874
chute,0.0,0.0004337284661389937
ciao,0.0008919030196784362,0.0
cigar,0.0006345963443226194,0.0024688110071850408
cigarette,0.0012691926886452389,0.0061720275179626026
cinch,0.0006345963443226194,0.0009258041276943903
cinema,0.0,0.0004337284661389937
cipher,0.0,0.0004337284661389937
circle,0.005711367098903575,0.009258041276943903
circuit,0.0,0.0004337284661389937
circular,0.0,0.0004337284661389937
circulate,0.0,0.0004337284661389937
circulation,0.0,0.0004337284661389937
circumspect,0.0008919030196784362,0.0
circumspectly,0.0,0.0004337284661389937
circumstance,0.003172981721613097,0.002777412383083171
cite,0.0,0.0004337284661389937
citizen,0.0,0.0039035561952509433
citizens,0.0,0.0004337284661389937
city,0.00951894516483929,0.0077150343974532526
city's,0.0006345963443226194,0.0006172027517962602
city-wide,0.0,0.0004337284661389937
civic,0.0006345963443226194,0.0012344055035925204
civil,0.0,0.0004337284661389937
civilian,0.0006345963443226194,0.0003086013758981301
civilization,0.0,0.0008674569322779874
claim,0.0006345963443226194,0.002777412383083171
claire,0.0008919030196784362,0.0
clam,0.0006345963443226194,0.0003086013758981301
clamber,0.0,0.0008674569322779874
clammy,0.0,0.0004337284661389937
clamp,0.0012691926886452389,0.0012344055035925204
clang,0.0,0.0004337284661389937
clank,0.0,0.0004337284661389937
clap,0.0,0.0039035561952509433
clapping,0.0006345963443226194,0.0006172027517962602
clarence,0.0,0.0004337284661389937
claret,0.0008919030196784362,0.0
clarity,0.0006345963443226194,0.0009258041276943903
clark,0.0,0.0004337284661389937
clash,0.0006345963443226194,0.0003086013758981301
clasp,0.0019037890329678582,0.0003086013758981301
clasping,0.0,0.0004337284661389937
class,0.00951894516483929,0.0037032165107775614
classic,0.0006345963443226194,0.0018516082553887807
classical,0.0,0.0004337284661389937
classified,0.0,0.0004337284661389937
classmate,0.0,0.0008674569322779874
classroom,0.0012691926886452389,0.0003086013758981301
clatter,0.0012691926886452389,0.0006172027517962602
clattery,0.0008919030196784362,0.0
claustrophobia,0.0,0.0004337284661389937
claw,0.0012691926886452389,0.0009258041276943903
clay,0.0019037890329678582,0.0015430068794906506
clayton,0.0,0.00824084085664088
clayton's,0.0,0.001301185398416981
clean,0.007615156131871433,0.005863426142064472
cleaner,0.0012691926886452389,0.0003086013758981301
cleanly,0.0,0.0008674569322779874
cleanse,0.0006345963443226194,0.0006172027517962602
cleanup,0.0,0.0004337284661389937
clear,0.01142273419780715,0.012961257787721465
clear-cut,0.0,0.0004337284661389937
clear-headed,0.0,0.0004337284661389937
clearance,0.0,0.0004337284661389937
clearing,0.0,0.001301185398416981
clearly,0.0025383853772904777,0.004011817886675691
clemens',0.0,0.0008674569322779874
clemente,0.0,0.0008674569322779874
clench,0.0006345963443226194,0.0006172027517962602
clergyman,0.0,0.0017349138645559748
clergyman's,0.0,0.0004337284661389937
clerk,0.0012691926886452389,0.006480628893860732
clerk's,0.0,0.0017349138645559748
cleveland,0.0017838060393568723,0.0
clever,0.0006345963443226194,0.0003086013758981301
cleverness,0.0,0.0004337284661389937
cliche,0.0,0.0004337284661389937
click,0.0012691926886452389,0.0015430068794906506
client,0.0,0.0004337284661389937
clientele,0.0,0.0004337284661389937
cliff,0.0019037890329678582,0.0015430068794906506
clifton,0.0008919030196784362,0.0
climate,0.0019037890329678582,0.0006172027517962602
climb,0.006345963443226194,0.009566642652842034
climbing,0.0,0.0004337284661389937
clinch,0.0,0.0004337284661389937
clincher,0.0,0.0004337284661389937
cling,0.0019037890329678582,0.0030860137589813013
clinical,0.0,0.0004337284661389937
clink,0.0,0.0004337284661389937
clip,0.0,0.001301185398416981
clipping,0.0,0.0004337284661389937
clobber,0.0,0.0004337284661389937
clock,0.0012691926886452389,0.0012344055035925204
clockwise,0.0,0.0004337284661389937
clockwork,0.0,0.0004337284661389937
clod,0.0012691926886452389,0.0006172027517962602
clog,0.0,0.0004337284661389937
clonic,0.0,0.0004337284661389937
close,0.012691926886452388,0.02592251557544293
closely,0.0019037890329678582,0.002160209631286911
closer,0.0038075780659357164,0.0049376220143700815
closet,0.005711367098903575,0.0009258041276943903
closure,0.0,0.0004337284661389937
clot,0.0,0.0004337284661389937
cloth,0.0012691926886452389,0.0009258041276943903
clothe,0.0,0.002602370796833962
clothes,0.016499504952388104,0.006480628893860732
clothing,0.0006345963443226194,0.0009258041276943903
cloud,0.003172981721613097,0.0061720275179626026
cloudburst,0.0,0.0004337284661389937
clouds,0.0035676120787137447,0.0
cloudy,0.0,0.0004337284661389937
clout,0.0,0.0004337284661389937
clown,0.0,0.0004337284661389937
clowning,0.0,0.0004337284661389937
cloy,0.0,0.0004337284661389937
club,0.01078813785348453,0.0037032165107775614
cluck,0.0008919030196784362,0.0
clue,0.0,0.0021686423306949685
clumps,0.0,0.0004337284661389937
clumsy,0.0006345963443226194,0.0009258041276943903
cluster,0.0006345963443226194,0.0015430068794906506
clutch,0.004442174410258336,0.002777412383083171
clutter,0.0,0.0004337284661389937
clyde,0.0,0.0004337284661389937
co-chairmen,0.0,0.0004337284661389937
co-cola,0.0,0.0004337284661389937
co-existence,0.0,0.0004337284661389937
co-extinction,0.0,0.0004337284661389937
co-operate,0.0006345963443226194,0.0003086013758981301
co-star,0.0,0.0004337284661389937
co-worker,0.0,0.0004337284661389937
co.,0.0,0.0004337284661389937
coach,0.0,0.0004337284661389937
coachman,0.0,0.001301185398416981
coachwork,0.0008919030196784362,0.0
coahse,0.0,0.0004337284661389937
coal,0.0019037890329678582,0.0009258041276943903
coal-black,0.0,0.0004337284661389937
coarse,0.0012691926886452389,0.0006172027517962602
coast,0.0012691926886452389,0.002777412383083171
coast-to-coast,0.0,0.0004337284661389937
coat,0.0038075780659357164,0.005246223390268212
coax,0.0008919030196784362,0.0
cobb,0.0,0.007373383924362893
cobb's,0.0,0.0004337284661389937
cobbler's,0.0,0.0004337284661389937
cobblestone,0.0008919030196784362,0.0
coble,0.0,0.0004337284661389937
cobra,0.0,0.001301185398416981
coca-cola,0.0,0.0004337284661389937
cock,0.0,0.001301185398416981
cockpit,0.0,0.0021686423306949685
cockroach,0.0017838060393568723,0.0
cocktail,0.0006345963443226194,0.0009258041276943903
coconut,0.0,0.0004337284661389937
coconut-containing,0.0,0.0004337284661389937
cocu,0.0,0.0004337284661389937
cod,0.0008919030196784362,0.0
code,0.0,0.0008674569322779874
codfish,0.0,0.0004337284661389937
codify,0.0,0.0004337284661389937
coercion,0.0,0.0004337284661389937
coffee,0.01205733054212977,0.007097831645656993
coffeepot,0.0008919030196784362,0.0
coffer,0.0008919030196784362,0.0
coffin,0.0019037890329678582,0.0003086013758981301
cognac,0.0019037890329678582,0.0003086013758981301
coherent,0.0,0.0008674569322779874
cohesion,0.0,0.0004337284661389937
cohnfidunt,0.0,0.0004337284661389937
coil,0.0,0.0008674569322779874
coin,0.0019037890329678582,0.0015430068794906506
coincide,0.0,0.0008674569322779874
coincidence,0.0,0.0008674569322779874
coincidental,0.0008919030196784362,0.0
coke,0.0,0.0008674569322779874
col.,0.0,0.0008674569322779874
colcord,0.0,0.0004337284661389937
colcord's,0.0,0.0008674569322779874
cold,0.0228454683956143,0.011418250908230815
cold-bloodedly,0.0008919030196784362,0.0
coldly,0.0012691926886452389,0.0009258041276943903
coldness,0.0,0.0008674569322779874
collapse,0.0006345963443226194,0.002160209631286911
collapsible,0.0,0.0004337284661389937
collar,0.0012691926886452389,0.0012344055035925204
collarbone,0.0,0.0004337284661389937
collation,0.0,0.0004337284661389937
collect,0.0006345963443226194,0.0018516082553887807
collection,0.0012691926886452389,0.0009258041276943903
collective,0.0,0.0008674569322779874
collector,0.0006345963443226194,0.0006172027517962602
college,0.013326523230775008,0.0030860137589813013
collie,0.0008919030196784362,0.0
collision,0.0,0.0004337284661389937
colloquy,0.0008919030196784362,0.0
collosal,0.0,0.0004337284661389937
collusion,0.0,0.0008674569322779874
colmans,0.0,0.0004337284661389937
colonel,0.0,0.0008674569322779874
colonial,0.0,0.0008674569322779874
colony,0.0,0.0008674569322779874
color,0.015864908608065484,0.005554824766166342
coloratura,0.0,0.0004337284661389937
colored,0.0,0.0008674569322779874
colorful,0.0,0.0004337284661389937
coloring,0.0006345963443226194,0.0003086013758981301
colossal,0.0,0.0008674569322779874
colosseum,0.0017838060393568723,0.0
colt,0.0006345963443226194,0.0012344055035925204
coltish,0.0,0.0004337284661389937
colts,0.0017838060393568723,0.0
columbus,0.0,0.0004337284661389937
column,0.0006345963443226194,0.0018516082553887807
comb,0.0006345963443226194,0.0015430068794906506
combat,0.0006345963443226194,0.0015430068794906506
combination,0.0025383853772904777,0.0009258041276943903
combine,0.0,0.0004337284661389937
combo,0.0006345963443226194,0.0003086013758981301
come,0.10851597487916792,0.10615887330895676
comeback,0.0,0.0004337284661389937
comedian,0.0,0.0008674569322779874
comedy,0.0,0.006505926992084906
comes,0.0,0.0004337284661389937
comet's-tail,0.0,0.0004337284661389937
comfort,0.0025383853772904777,0.003394615134879431
comfortable,0.004442174410258336,0.002777412383083171
comfortably,0.0006345963443226194,0.0009258041276943903
comic,0.0006345963443226194,0.0012344055035925204
comics,0.0,0.0004337284661389937
comin',0.0006345963443226194,0.0003086013758981301
coming,0.0,0.0017349138645559748
command,0.0019037890329678582,0.004011817886675691
commander,0.0006345963443226194,0.0009258041276943903
commanders,0.0,0.0004337284661389937
commando,0.0,0.0004337284661389937
commence,0.0,0.0008674569322779874
commencement,0.0008919030196784362,0.0
commend,0.0006345963443226194,0.0003086013758981301
commensurate,0.0,0.0004337284661389937
comment,0.0006345963443226194,0.002160209631286911
commercial,0.0006345963443226194,0.0015430068794906506
commercially,0.0,0.0008674569322779874
commingle,0.0,0.0004337284661389937
commiserate,0.0,0.0004337284661389937
commissary,0.0006345963443226194,0.0003086013758981301
commission,0.0019037890329678582,0.0003086013758981301
commit,0.0019037890329678582,0.0024688110071850408
committee,0.0,0.002602370796833962
commodity,0.0,0.0004337284661389937
commodore,0.0,0.001301185398416981
common,0.0019037890329678582,0.003394615134879431
commoner,0.0,0.0004337284661389937
commonplace,0.0,0.0008674569322779874
commotion,0.0006345963443226194,0.0009258041276943903
communicate,0.0026757090590353084,0.0
communication,0.0,0.0008674569322779874
communism,0.0,0.0008674569322779874
communist,0.0008919030196784362,0.0
community,0.0012691926886452389,0.0009258041276943903
compact,0.0,0.0004337284661389937
compactly,0.0,0.0004337284661389937
companion,0.0019037890329678582,0.0018516082553887807
companionable,0.0,0.0004337284661389937
companionship,0.0006345963443226194,0.0003086013758981301
companionway,0.0,0.0004337284661389937
company,0.00951894516483929,0.007097831645656993
company's,0.0,0.001301185398416981
compare,0.0,0.0017349138645559748
comparison,0.0,0.0004337284661389937
compartment,0.0006345963443226194,0.0003086013758981301
compass,0.0,0.0004337284661389937
compassionate,0.0,0.0004337284661389937
compassionately,0.0,0.0004337284661389937
compete,0.0017838060393568723,0.0
competence,0.0,0.0004337284661389937
competency,0.0008919030196784362,0.0
competent,0.0,0.0008674569322779874
competently,0.0,0.0004337284661389937
competition,0.0006345963443226194,0.0003086013758981301
complain,0.0019037890329678582,0.0018516082553887807
complaisant,0.0008919030196784362,0.0
complement,0.0,0.0004337284661389937
complete,0.0019037890329678582,0.0049376220143700815
completely,0.0006345963443226194,0.004320419262573822
completeness,0.0,0.0004337284661389937
completing,0.0,0.0004337284661389937
complexion,0.0026757090590353084,0.0
complexity,0.0,0.0004337284661389937
complicate,0.0006345963443226194,0.0003086013758981301
complication,0.0,0.0004337284661389937
comply,0.0012691926886452389,0.0003086013758981301
complying,0.0,0.0004337284661389937
comport,0.0,0.0004337284661389937
comportment,0.0,0.0004337284661389937
compose,0.0,0.0008674569322779874
composer,0.0,0.0008674569322779874
composure,0.0006345963443226194,0.0003086013758981301
compote,0.0,0.0004337284661389937
compound,0.0006345963443226194,0.0012344055035925204
compound-engine,0.0008919030196784362,0.0
comprehend,0.0,0.0008674569322779874
compress,0.0,0.0008674569322779874
comprise,0.0,0.0004337284661389937
compromise,0.0,0.0004337284661389937
compulsion,0.0,0.001301185398416981
computation,0.0,0.0004337284661389937
compute,0.0,0.0004337284661389937
computer,0.0,0.0017349138645559748
comrade,0.0,0.0017349138645559748
con,0.0,0.0004337284661389937
conceal,0.0,0.0030360992629729563
concede,0.0,0.001301185398416981
conceivable,0.0,0.0004337284661389937
conceivably,0.0,0.0008674569322779874
conceive,0.0006345963443226194,0.0009258041276943903
concentrate,0.0006345963443226194,0.0003086013758981301
concentration,0.0008919030196784362,0.0
concept,0.0,0.002602370796833962
conception,0.0008919030196784362,0.0
concern,0.005711367098903575,0.0049376220143700815
concerning,0.0006345963443226194,0.0012344055035925204
concert,0.0017838060393568723,0.0
concerto,0.0,0.0008674569322779874
concession,0.0,0.0004337284661389937
concetta,0.0008919030196784362,0.0
concetta's,0.0017838060393568723,0.0
conchita,0.0,0.0021686423306949685
conclave,0.0,0.0004337284661389937
conclude,0.0006345963443226194,0.0006172027517962602
conclusion,0.0012691926886452389,0.0006172027517962602
conclusive,0.0,0.0008674569322779874
conclusively,0.0008919030196784362,0.0
concord,0.0,0.0004337284661389937
concrete,0.0019037890329678582,0.0012344055035925204
condemn,0.0017838060393568723,0.0
condition,0.0019037890329678582,0.002160209631286911
conditional,0.0,0.0004337284661389937
conditioner,0.0,0.0017349138645559748
conditioning,0.0,0.0004337284661389937
conducive,0.0,0.0004337284661389937
conduct,0.0,0.0004337284661389937
conductor's,0.0,0.0004337284661389937
conduit,0.0,0.0004337284661389937
conestoga,0.0,0.0008674569322779874
confederate,0.0,0.0004337284661389937
confer,0.0,0.0004337284661389937
conference,0.0,0.001301185398416981
confess,0.0012691926886452389,0.0009258041276943903
confession,0.0012691926886452389,0.0009258041276943903
confidant,0.0,0.0004337284661389937
confide,0.0,0.0008674569322779874
confidence,0.0012691926886452389,0.0015430068794906506
confidential,0.0,0.0004337284661389937
confidentially,0.0008919030196784362,0.0
confinement,0.0,0.0008674569322779874
confines,0.0012691926886452389,0.0003086013758981301
confirm,0.0012691926886452389,0.0018516082553887807
confirmation,0.0006345963443226194,0.0003086013758981301
conflict,0.0017838060393568723,0.0
conform,0.0008919030196784362,0.0
conformist,0.0008919030196784362,0.0
confront,0.0006345963443226194,0.0024688110071850408
confronted,0.0008919030196784362,0.0
confucius,0.0008919030196784362,0.0
confuse,0.0012691926886452389,0.002160209631286911
confusion,0.0012691926886452389,0.002160209631286911
congeal,0.0,0.0008674569322779874
congenial,0.0008919030196784362,0.0
congest,0.0008919030196784362,0.0
congestion,0.0,0.0004337284661389937
congo,0.0,0.0008674569322779874
congratulation,0.0,0.0008674569322779874
congratulatory,0.0,0.0004337284661389937
congregate,0.0,0.0004337284661389937
congregation,0.0012691926886452389,0.0003086013758981301
conjugation,0.0,0.0004337284661389937
conjunction,0.0,0.0004337284661389937
conneaut,0.0008919030196784362,0.0
connect,0.0006345963443226194,0.0015430068794906506
connecticut,0.0,0.0008674569322779874
connection,0.003172981721613097,0.002160209631286911
connivance,0.0008919030196784362,0.0
connoisseur,0.0,0.0004337284661389937
connor,0.0,0.0004337284661389937
conquer,0.0008919030196784362,0.0
conrad,0.0,0.0030360992629729563
conrad's,0.0,0.0008674569322779874
conscience,0.0008919030196784362,0.0
conscientious,0.0,0.0008674569322779874
conscious,0.0006345963443226194,0.0009258041276943903
consciously,0.0,0.0004337284661389937
consciousness,0.0006345963443226194,0.0006172027517962602
consecutive,0.0008919030196784362,0.0
consequence,0.0006345963443226194,0.0012344055035925204
consequently,0.0006345963443226194,0.0003086013758981301
conservative,0.0,0.0004337284661389937
conservatively-cravated,0.0,0.0004337284661389937
consider,0.005711367098903575,0.007406433021555123
considerable,0.0,0.0008674569322779874
considerably,0.0,0.001301185398416981
considerate,0.0012691926886452389,0.0003086013758981301
considerately,0.0,0.0004337284661389937
consideration,0.0,0.0004337284661389937
considering,0.0012691926886452389,0.0003086013758981301
consist,0.0006345963443226194,0.0015430068794906506
consistent,0.0,0.0004337284661389937
consistently,0.0,0.0004337284661389937
consolation,0.0,0.0008674569322779874
consort,0.0008919030196784362,0.0
conspicuous,0.0,0.0004337284661389937
conspicuously,0.0,0.0008674569322779874
conspiracy,0.0008919030196784362,0.0
conspirator,0.0,0.0004337284661389937
conspiratorial,0.0,0.0004337284661389937
constable,0.0,0.0021686423306949685
constable's,0.0,0.0004337284661389937
constance,0.0008919030196784362,0.0
constant,0.0019037890329678582,0.0003086013758981301
constantine,0.0008919030196784362,0.0
constantly,0.0,0.0017349138645559748
constellation,0.0,0.0004337284661389937
constituent,0.0,0.0004337284661389937
constitute,0.0,0.0004337284661389937
constrain,0.0,0.0004337284661389937
constrict,0.0,0.0004337284661389937
constriction,0.0,0.0004337284661389937
construct,0.0012691926886452389,0.0003086013758981301
construction,0.0,0.0017349138645559748
constructive,0.0,0.0008674569322779874
consult,0.0006345963443226194,0.0012344055035925204
consultation,0.0008919030196784362,0.0
consume,0.0012691926886452389,0.0003086013758981301
consumer,0.0008919030196784362,0.0
contact,0.0019037890329678582,0.002160209631286911
contagious,0.0,0.0004337284661389937
contain,0.0006345963443226194,0.002777412383083171
container,0.0,0.0017349138645559748
contemplate,0.0008919030196784362,0.0
contemplation,0.0008919030196784362,0.0
contemporary,0.0006345963443226194,0.0012344055035925204
contempt,0.0012691926886452389,0.0003086013758981301
contemptible,0.0,0.0004337284661389937
contemptuous,0.0006345963443226194,0.0003086013758981301
content,0.0019037890329678582,0.002160209631286911
contentedly,0.0,0.0004337284661389937
contentment,0.0008919030196784362,0.0
contest,0.0019037890329678582,0.0003086013758981301
continent,0.0012691926886452389,0.0003086013758981301
continual,0.0,0.0004337284661389937
continually,0.0,0.0008674569322779874
continue,0.005076770754580955,0.006789230269758862
continuous,0.0,0.0004337284661389937
continuously,0.0,0.0004337284661389937
contort,0.0017838060393568723,0.0
contour,0.0006345963443226194,0.0006172027517962602
contract,0.0019037890329678582,0.002160209631286911
contradiction,0.0,0.0004337284661389937
contralto,0.0,0.0004337284661389937
contraption,0.0,0.0004337284661389937
contrary,0.0006345963443226194,0.0012344055035925204
contrary-to-reality,0.0,0.0004337284661389937
contrast,0.0,0.0017349138645559748
contribute,0.0025383853772904777,0.0006172027517962602
contribution,0.0,0.0004337284661389937
contrite,0.0,0.0004337284661389937
control,0.0025383853772904777,0.006480628893860732
controversial,0.0,0.0004337284661389937
convenience,0.0,0.001301185398416981
convenient,0.0,0.0008674569322779874
conveniently,0.0,0.0004337284661389937
convent,0.0,0.0004337284661389937
convention,0.0017838060393568723,0.0
conventional,0.0,0.0004337284661389937
conversation,0.005711367098903575,0.0030860137589813013
converse,0.0,0.0004337284661389937
conversion,0.0017838060393568723,0.0
convert,0.0,0.0004337284661389937
convertible,0.0,0.0008674569322779874
convey,0.0,0.0008674569322779874
convict,0.0,0.0004337284661389937
conviction,0.0012691926886452389,0.0009258041276943903
convince,0.0019037890329678582,0.002160209631286911
convivial,0.0008919030196784362,0.0
convulse,0.0,0.0004337284661389937
convulsive,0.0,0.0004337284661389937
convulsively,0.0,0.0008674569322779874
conyers',0.0,0.001301185398416981
cook,0.0012691926886452389,0.005246223390268212
cook's,0.0,0.0004337284661389937
cooked-over,0.0,0.0004337284661389937
cookfire,0.0,0.0004337284661389937
cool,0.007615156131871433,0.0030860137589813013
coolly,0.0006345963443226194,0.0003086013758981301
coolness,0.0025383853772904777,0.0003086013758981301
cooped,0.0,0.0004337284661389937
cooper,0.005076770754580955,0.0006172027517962602
cooper's,0.0008919030196784362,0.0
cooperation,0.0,0.0004337284661389937
coopers,0.0006345963443226194,0.0003086013758981301
coosie's,0.0,0.0004337284661389937
cop,0.0012691926886452389,0.007406433021555123
cope,0.0,0.0004337284661389937
coping,0.0,0.0004337284661389937
copper,0.0,0.0004337284661389937
coppery,0.0,0.0004337284661389937
copra,0.0,0.0004337284661389937
copy,0.0,0.0030360992629729563
coral,0.0,0.0004337284661389937
coral-colored,0.0,0.0004337284661389937
cord,0.0012691926886452389,0.0012344055035925204
cordial,0.0006345963443226194,0.0003086013758981301
corduroy,0.0,0.0004337284661389937
core,0.0006345963443226194,0.0003086013758981301
cork,0.0008919030196784362,0.0
corker,0.0,0.0004337284661389937
corkscrew,0.0008919030196784362,0.0
corn,0.0012691926886452389,0.0006172027517962602
corner,0.006345963443226194,0.012961257787721465
cornmeal,0.0,0.0004337284661389937
corny,0.0,0.0004337284661389937
coroner,0.0,0.0017349138645559748
coroner's,0.0,0.0017349138645559748
corp,0.0,0.0004337284661389937
corporal,0.0,0.0008674569322779874
corporate,0.0006345963443226194,0.0003086013758981301
corporation,0.0017838060393568723,0.0
corps,0.0006345963443226194,0.0015430068794906506
corpse,0.0,0.0021686423306949685
corral,0.0,0.0004337284661389937
correct,0.0012691926886452389,0.002160209631286911
correlate,0.0,0.0004337284661389937
correspondence,0.0006345963443226194,0.0003086013758981301
corridor,0.0019037890329678582,0.002160209631286911
corrode,0.0,0.0004337284661389937
corrosive,0.0,0.0004337284661389937
corrupt,0.0,0.0004337284661389937
corruption,0.0008919030196784362,0.0
corsi,0.0,0.0004337284661389937
cortege,0.0,0.0004337284661389937
cosmetic,0.0012691926886452389,0.0006172027517962602
cosmic,0.0,0.0008674569322779874
cosmo,0.0,0.0004337284661389937
cost,0.0019037890329678582,0.0024688110071850408
costly,0.0,0.0004337284661389937
costume,0.0012691926886452389,0.0012344055035925204
cosy,0.0,0.0004337284661389937
cottage,0.005076770754580955,0.0009258041276943903
cotter,0.0,0.0004337284661389937
cotter's,0.0008919030196784362,0.0
cotton,0.0006345963443226194,0.0006172027517962602
couch,0.0,0.0034698277291119496
coudn,0.0,0.0004337284661389937
cough,0.0025383853772904777,0.0009258041276943903
coughing,0.0,0.0004337284661389937
coughlin,0.0,0.0004337284661389937
could,0.12374628714291079,0.11757712421718758
could've,0.0008919030196784362,0.0
